VENDOR NUMBER,VENDOR NAME 1,VENDOR ADDRESS 1,VENDOR NAME 2,VENDOR ADDRESS 2,VENDOR CITY,VENDOR STATE,VENDOR ZIP,VENDOR COUNTRY,VENDOR CONTACT NAME,VENDOR CONTACT TITLE,VENDOR CONTACT PHONE,VENDOR CONTACT EXTENSION,VENDOR MINORITY CODE
57122,CCP ENTERPRISES,19111 BELLERIVE COURT,CHRISTY PERRY,,BATON ROUGE,LA,70809,UNITED STATES,,,,,
57133,HOWARD PINK,6305 HOLLY TRACE WAY,,,NASHVILLE,TN,37221-4146,UNITED STATES,,,,,
57200,LA TECH,10741 COURSEY BLVD,,,BATON ROUGE,LA,70816-4018,UNITED STATES,MONICA WOLF,OWNER,,,
57339,NICOLE D SCOTT,4208 LEVERA ST,,,BATON ROUGE,LA,70805,UNITED STATES,NICOLE D SCOTT,CELL,,,BLK AM WBE
57388,MALCOLM CARTER,1188 ROSENWALD RD #21,,,BATON ROUGE,LA,70807,UNITED STATES,,,,,
57513,ERICK FIELDS,6412 INGRAM DR,,,BATON ROUGE,LA,70812,UNITED STATES,,,,,MN
57524,OMNI SYSTEMS INC,P O BOX 1536,,,PEARL RIVER,LA,70452,UNITED STATES,KAREN MOLINARIO,ADMIN ASSISTANT,,,
57730,AFX PRO LLC,67159 INDUSTRY LN STE A,,,COVINGTON,LA,70433,UNITED STATES,,,,,
57733,BURNSIDE ENVIRONMENTAL GROUP LLC,309 CR 3452,,,CLARKSVILLE,AR,72830,UNITED STATES,**ADDED P O BOX AS IS ON INV,,,,
57781,TME LLC,ONE ALLIED DR BLDG 2,,STE 2600,LITTLE ROCK,AR,72202,UNITED STATES,CRAIG HEBERT,CELL,,,
57785,JAMES CHAD OLIVIER,6014 SHAKESPEARE DR,SHADES OF GRAY SECURITY LLC,,BATON ROUGE,LA,70817,UNITED STATES,CHAD OLIVIER,,,,
57791,POST TRAUMA INSTITUTE OF LOUISIANA,2798 O'NEAL LN STE 8,,,BATON ROUGE,LA,70816,UNITED STATES,KEISHA SCOTT,,,,BLK AMER
57882,ENVISIONWARE INC,2855 PREMIERE PARKWAY SUITE A,,,DULUTH,GA,30097,UNITED STATES,JOHN E HIMES,REG SALES MGR,,,
57899,LOUISIANA PRINTING SPECIALISTS INC,104B E CORNERVIEW ST,,,GONZALES,LA,70739,UNITED STATES,MARTY MARTIN,MGR,,,
57961,CLEAN HARBORS ENVIRONMENTAL,13351 SCENIC HIGHWAY,SERVICES INC,,BATON ROUGE,LA,70807,UNITED STATES,,,,,
57991,JONES SIGNS LLC,8399 FLORIDA BLVD,,,DENHAM SPRINGS,LA,70726,UNITED STATES,BILLY W SUTTON,SALES REP,,,
58037,ERIC HOLLAND,40465 MISTY OAK CT,,,PRAIRIEVILLE,LA,70769,UNITED STATES,,,,,
58044,LEDET MANAGEMENT CONSULTING LLC,208 RIENZI DR,,,THIBODAUX,LA,70301,UNITED STATES,JENNIFER H LEDET,CELL,,,NON-M WBE
58057,TROY GROUP INC,2331 SOUTH PULLLMAN ST,,,SANTA ANA,CA,92705,UNITED STATES,**CHANGED REMIT ADDRESS PER,,,,
58059,PITNEY BOWES,11422 INDUSTRIPLEX BLVD SUITE A-2,DENISE BEYCHOK,,BATON ROUGE,LA,70809-4230,UNITED STATES,,,,,
58208,YOUTH OASIS,260 SOUTH ACADIAN THRUWAY,,,BATON ROUGE,LA,70806,UNITED STATES,,,,,
58214,INTERFACE ELECTRONICS INC,P O BOX 3689,,,SUWANEE,GA,30024,UNITED STATES,JOHN NOLL JNOLL@INTERFACE.COM,,,,
58218,INTERSTATE ELECTRONIC SYSTEMS LLC,1521 DICKORY AVENUE,,,HARAHAN,LA,70123,UNITED STATES,IES-LLC.COM,,,,
58219,ROOFING ENTERPRISES INC,407R MYSTIC AVENUE SUITE 32C,C/O BEACON CONSULTING GROUP INC,,MEDFORD,MA,2155,UNITED STATES,LORN LEE,PRESIDENT,,,
58276,VS VISUAL STATEMENT INC,900 175-2ND AVE,,,KANLOOPS,BC,V2C5W1,CANADA,TONYA TAYLOR,ADMIN ASSISTANT,,,
58298,CHERBONNIER MAYER & ASSOCIATES,8180 YMCA PLAZA,CMA TECHNOLOGY SOLUTIONS,,BATON ROUGE,LA,70816,UNITED STATES,MIKE CIOFFI,MARKETING,,,
58329,CHENEVERT ARCHITECTS LLC,640 MAIN ST STE A,,,BATON ROUGE,LA,70801,UNITED STATES,CHERYL ARCENEAUX,BOOKKEEPER,,,
58399,BOYD HOLMES ENGINEERING INC,P O BOX 5286,,,BATON ROUGE,LA,70821-5286,UNITED STATES,BOYD HOLMES,PRESIDENT/OWNER,,,
58401,TECHNICAL COMMUNITIES INC,1111 BAYHILL DR STE #400,TESTMART,,SAN BRUNO,CA,94066,UNITED STATES,RICKY PRASAD,,,,
58467,CECIL GRAVES CHEVROLET,P O BOX 2040,,,ST FRANCISVILLE,LA,70775,UNITED STATES,,,,,
58499,CHATTANOOGA TRAILER & RENTAL INC,7445 LEE HWY,,,CHATTANOOGA,TN,37421,UNITED STATES,KEVIN MOWERY,CELL,,,
58629,TASER INTERNATIONAL INC,P O BOX 29661,D/B/A TASER TRAINING ACADEMY,DEPARTMENT 2018,PHOENIX,AZ,85038-9661,UNITED STATES,,,,,
58669,KRMC LLC,27456 NORTHLINE RD,DBA KUT-RITE MANUFACTURING COMPANY,,ROMULUS,MI,48174,UNITED STATES,SHERYL MEYERS,,,,
58674,PARTIN ROOFING LLC,7516 BLUEBONNET BLVD #436,,,BATON ROUGE,LA,70810,UNITED STATES,CHUCK,,,,
58676,RAY BROS INC,2801 FRENCHMEN ST,,,NEW ORLEANS,LA,70122,UNITED STATES,GINO RAY,CELL,,,
58682,MICHAEL GAINES AND FAITH LLC,13888 PLANK RD STE B,,,BAKER,LA,70704-0157,UNITED STATES,MICHAEL GAINES,CELL,,,BLK AMER
58684,MARGARET SHEATS,37118 SUE ST,,,DUTCHTOWN,LA,70734,UNITED STATES,MEG SHEATS,CELL,,,
58693,DYLLON MARSOLF CONSTRUCTION LLC,4268 S HILLCREST AVE STE 108,,,SPRINGFIELD,MO,65810,UNITED STATES,JED MARSOLF,CELL,,,
58709,DEDRICK J KELLY,22597 HUNT RD,,,ZACHARY,LA,70791,UNITED STATES,,,,,
58741,EBE FENCE COMPANY INC,2024 BAYOU RD,,,NEW ORLEANS,LA,70116,UNITED STATES,ELLIS BROWN,PRESIDENT,,,
58745,LAFLEUR PRINTING,11910 SUNBELT CT STE 2,,,BATON ROUGE,LA,70809,UNITED STATES,HOSEA LAFLEUR,PRESIDENT,,,MNW
58887,DISCOUNTCELL INC,350 WEST 500 SOUTH,,,PROVO,UT,84601,UNITED STATES,JANIEL JONES,,,,
58926,ST PAUL ADULT LEARNING CENTER,3920 GUS YOUNG AVE,,,BATON ROUGE,LA,70802,UNITED STATES,,,,,
59113,VINCENT CHARLES CUSIMANO,8550 UNITED PLAZA BLVD STE 702,V CHARLES CUSIMANO ATTORNEY AT LAW,,BATON ROUGE,LA,70809,UNITED STATES,VCCVS1555@GMAIL.COM,CELL,,,
59147,KMW-LONG RANGE SOLUTIONS,129 FISH HATCHERY RD,,,FOREST HILL,LA,71430,UNITED STATES,,,,,
59202,PRO POWER LLC,12519 AIRLINE HWY,PRO POWER OUTDOOR SUPERSTORE,,BATON ROUGE,LA,70817,UNITED STATES,PAT BYRNE,,,,
59324,AILLET FENNER JOLLY & MCCLELLAND,11017 PERKINS RD STE A,INC,,BATON ROUGE,LA,70810,UNITED STATES,SUNDARARAJA C RAO,SR ENGINEER,,,
59383,DENISE DANDRIDGE,1790 LAKE POINTE AVE,,,ZACHARY,LA,70791,UNITED STATES,,,,,
59430,CANON USA INC,ATTN ORDER PROCESSING,C/O C F BIGGS COMPANY INC (C220),2110 WASHINGTON BLVD #300,ARLINGTON,VA,22204,UNITED STATES,KEVIN WRIGHT,GENERAL MANAGER,,,
59492,HATCH INC,301 N MAIN ST SUITE 101,,,WINSTON SALEM,NC,27101,UNITED STATES,CAROLINE ANKERSON,,,1105,
59871,BILL KIPF REAL ESTATE APPRAISER,P O BOX 83577,ATTN WILLIAM KIPF,,BATON ROUGE,LA,70884,UNITED STATES,,,,,
59923,JPI LLC,7514 ST JOHN DR,dba JPI DATA RESOURCE,,GONZALES,LA,70737,UNITED STATES,,,,,
59989,HP INC,8000 FOOTHILLS BLVD,,,ROSEVILLE,CA,95747,UNITED STATES,DENNIS WOO,EXT 56168,,,
59996,FAITH TECHNOLOGIES INC,225 MAIN ST,,,MENASHA,WI,54952-0260,UNITED STATES,FORMERLY CUSTOMIZED SUPPORT,,,,
60004,HENDRICK CONSTRUCTION INC,6323 EQUITY DR,,,BATON ROUGE,LA,70809,UNITED STATES,JUSTIN HENDRICK,CELL,,,
60007,OUR LADY OF THE LAKE REGIONAL MC,7556 HENNESSY BLVD,,,BATON ROUGE,LA,70808,UNITED STATES,**BUILT 3/16/16 PER EMAIL,,,,
60032,PETERBILT OF LA,16310 COMMERCIAL AVE,OR ROBERT JOHNSON,,BATON ROUGE,LA,70816,UNITED STATES,,,,,
60034,DIXON CORRECTIONAL INSTITUTE,P O BOX 788,,,JACKSON,LA,70748,UNITED STATES,,,,,
60080,SPARTAN SERVICES GROUP LLC,110 COLORADO RD,,,DUSON,LA,70529,UNITED STATES,KEITH THIBODEAUX,CELL,,,
60085,GULLEDGE FENCE CONSTRUCTION,P O BOX 609,,,DENHAM SPRINGS,LA,70727,UNITED STATES,**REMOVED PHYSICAL ADDRESS AND,,,,
60225,PRINTING TECH,11930 S HARRELL'S FERRY RD,,,BATON ROUGE,LA,70816,UNITED STATES,KIMBERLY ELBERTH,,,,
60237,SHERWIN INDUSTRIES INC,2129 W MORGAN AVE,,,MILWAUKEE,WI,53221,UNITED STATES,RANDY JACKSON,DIVISION MGR,,,
60347,HEALTH MANAGEMENT ASSOCIATES INC,120 N WASHINGTON SQ STE 705,,,LANSING,MI,48933,UNITED STATES,,,,,
60373,RAYMOND BOWEN,5759 WRIGHT DR,,,BATON ROUGE,LA,70812,UNITED STATES,RAYMOND BOWEN,CELL,,,MN
60436,ABFORM INC,167 INDUSTRIAL PKWY,,,LAFAYETTE,LA,70508,UNITED STATES,LINDSEY RAGGIO,CELL,,,MNW
60458,MARTHA SEALY,10614 PRESERVATION WAY,,,BATON ROUGE,LA,70810,UNITED STATES,MARTHA SEALY,,,,NON-M WBE
60546,YOUNG AUDIENCES OF LOUISIANA,615 BARRONE STREET SUITE #201,,,NEW ORLEANS,LA,70113,UNITED STATES,MIA CHENIER,,,,
60576,GLENN SHAHEEN,7909 WRENWOOD BLVD SUITE C,D/B/A GSA CONSULTING ENGINEER INC,,BATON ROUGE,LA,70809,UNITED STATES,GLENN SHAHEEN,,,,
60600,KAROLETTA JAMES,1910 ALABAMA ST,,,BATON ROUGE,LA,70802,UNITED STATES,KAROLETTA,CELL,,,BLK AM WBE
60698,SOUTHERN ELECTRIC WORKS INC,PO BOX 586,,,BROOKHAVEN,MS,39602,UNITED STATES,REBECCA CROSBY,ACCTS MANAGER,,,
60712,THE REGENTS OF THE UNIVERSITY OF,3003 SOUTH STATE ST,MICHIGAN,1ST FLOOR WOLVERINE TOWER,ANN ARBOR,MI,48109-1274,UNITED STATES,TERRI MAXWELL,,,,
60731,GOV CONNECTION,800 STEVENS PORT DRIVE SUITE 900,,,DAKOTA DUNES,SD,57049,UNITED STATES,ROB SIEVERS,,,,
60814,PLAN B LLC,8006 BREAKWATER DRIVE,,,NEW ORLEANS,LA,70124,UNITED STATES,BENJAMIN AZAR,,,,
60817,AD-WEAR & SPECIALTY OF TEXAS INC,8120 WESTGLEN DRIVE,,,HOUSTON,TX,77063,UNITED STATES,DAVID T TANENBAUM,CELL,,,HISP AMER
60844,TRAVIS WIENEKE,75298 GOTTSCHALK RD,QUICKDRAW LASER ENGRAVING & TROPHY,,COVINGTON,LA,70435,UNITED STATES,TRAVIS WIENEKE,CELL,,,
60846,SOUTHWESTERN SECTION IMSA INC,P O BOX 4507,,,CEDAR HILL,TX,75106-4507,UNITED STATES,,,,,
60930,EMILY MORROW CHENEVERT,17738 LAKE AZALEA,,,BATON ROUGE,LA,70817,UNITED STATES,EMILY CHENEVERT,,,,
61191,PATTON BOGGS LLP,2550 M ST N W,,,WASHINGTON,DC,20037-1350,UNITED STATES,**MERGED 2014/SEE 44644 FOR,,,,
61206,ROYAL NISSAN INC,9325 AIRLINE HWY,,,BATON ROUGE,LA,70815,UNITED STATES,BRAD SMITH,VP,,,
61221,THE LIVINGSTON GROUP LLC,499 S CAPITOL ST S W STE 600,,,WASHINGTON,DC,20003,UNITED STATES,,,,,
61222,SSPS INC CO INC,1610 S DIXIE HWY,DBA SMITH MANUFACTURING,,POMPANO BEACH,FL,33060,UNITED STATES,REBECCA FELDS,,,,
61293,RUSSELL B JACKSON,1570 DAVIS ST,,,BAKER,LA,70714,UNITED STATES,,,,,MN
61355,ARCHITECTS PLUS LLC,618 A MAIN ST,,,BATON ROUGE,LA,70801,UNITED STATES,C JOSEPH RICHARD,OWNER,,,
61517,WILO USA LLC,86 GENESIS PARKWAY,,,THOMASVILLE,GA,31792,UNITED STATES,ANGELA BEARDEN,CONTROLLER,,,
61698,FAMILY ROAD OF GREATER BATON ROUGE,323 E AIRPORT AVE,,,BATON ROUGE,LA,70806,UNITED STATES,,,,,
61748,INTERVISTAS CONSULTING LLC,7200 WISCONSIN AVENUE SUITE 1103,,,BETHESDA,MD,20814,UNITED STATES,MICHAEL MORSTEIN,,,,
61992,FRIENDSHIP CAPITOL HIGH SCHOOL,1000 N 23RD ST,,,BATON ROUGE,LA,70802,UNITED STATES,CHARISSA HAYES,CELL,,,
62019,ARCHITECTURAL GLASS & METAL INC,5219 CHOCTAW DR,,,BATON ROUGE,LA,70805,UNITED STATES,,,,,
62046,BAKER PILE DRIVING AND SITE,1051 RONALD REAGAN HWY,WORK LLC,,COVINGTON,LA,70435,UNITED STATES,ROBERT BAKER,CELL,,,
62051,SERVICE CHEVROLET INC,P O BOX 3707,,,LAFAYETTE,LA,70502,UNITED STATES,JOE LEBLANC,,,,
62052,MOUGEOT ARCHITECTURE LLC,10343 SIEGEN LN #7A,,,BATON ROUGE,LA,70810,UNITED STATES,RACHEL MCKINNIS,,,,
62115,GERALD GAINES,5535 MONMOUTH AVE,,,BATON ROUGE,LA,70808,UNITED STATES,,,,,MN
62117,SHARON TERRANCE,870 PEACH ST,,,BATON ROUGE,LA,70802,UNITED STATES,SHARON TERRANCE,,,,BLK AM WBE
62132,LAVI INDUSTRIES,27810 AVENUE HOPKINS,,,CHLENCIA,CA,91355,UNITED STATES,JAMIE LADD,CELL,,,
62168,CLAUDIA NORMAND,817 HORSESHOE DR,,,COTTONPORT,LA,71327-3610,UNITED STATES,**ADDRESS UPDATE PER CALL TO,,,,
62169,MARY FONTENOT,632 DREHR AVENUE,,,BATON ROUGE,LA,70806,UNITED STATES,,,,,
62171,BERTHA SMITH,640 GRAND LAKES DRIVE,,,BATON ROUGE,LA,70810,UNITED STATES,,,,,MNW
62182,SUSAN FULKERSON,10766 FIELDCREST DR,,,BATON ROUGE,LA,70811,UNITED STATES,,,,,
62188,CHRISTEE GABOUR ATWOOD,2108 JACKSON ST,,,ALEXANDRIA,LA,71301,UNITED STATES,,,,,
62190,TEIKO SCOTT,2002 GOUDCHAUX ST,,,BATON ROUGE,LA,70807,UNITED STATES,TEIKO SCOTT,CELL,,,MNW
62484,HP DIRECT,C10GM,,FARNAM DR,OMAHA,NE,10810,UNITED STATES,,SALES,,,
62512,CALCO TRAVEL INC,37180 HWY 30,,,GEISMAR,LA,70734,UNITED STATES,,,,,
62627,JAMES A RICHARDSON,3165 KLEINERT AVE,ECONOMIC CONSULTANT,,BATON ROUGE,LA,70806,UNITED STATES,,,,,
62663,COMPOSE DIGITAL DESIGN LLC,522 EUROPE ST,,,BATON ROUGE,LA,70802-6407,UNITED STATES,,,,,
62665,DEEP SOUTH EQUIPMENT COMPANY,761 CHOCTAW DR,,,BATON ROUGE,LA,70805-0365,UNITED STATES,GERALD BOUDREAUX JR,SECRETARY/TREAS,,,
62831,ANGELINE BEATHLEY,2967 BYRON AVE,,,BATON ROUGE,LA,70808,UNITED STATES,ANGELINE BEATHLEY,,,,BLK AM WBE
62871,JAN L BERNARD,1454 ARLINGTON AVE,PUBLIC AFFAIRS CONSULTING,,BATON ROUGE,LA,70808-1101,UNITED STATES,,,,,
62876,CHARLES WILLIAMS,22651 SE 56TH ST,,,ISSAQUAH,WA,98029,UNITED STATES,,,,,
62879,CANON USA INC,2110 WASHINGTON BLVD STE 150,C/O ADVANCED IMAGING SOLUTIONS INC,,ARLINGTON,VA,22204,UNITED STATES,**BUILT FOR P O PAYMENT**,,,,
62886,MARMILLION-GRAY MEDIA INC,838 NORTH BOULEVARD,RANNAH GRAY,,BATON ROUGE,LA,70802,UNITED STATES,RANNAH GRAY,PARTNER,,,NON-M WBE
62980,ZAMBELLI FIREWORKS INTERNATIONAL,20 SOUTH MERCER ST,,,NEW CASTLE,PA,16101,UNITED STATES,MARCY ZAMBELLI,CEO,,,SBW
63048,STANLEY-HULL PARTNERS LLC,3100 SOUTH LOOP 340,PHIL'S TRAILER SALES,,ROBINSON,TX,76706-4840,UNITED STATES,TOM SHORT,CELL,,,
63181,DESIGN BATON ROUGE,30984 LOUISIANA 16 STE B-2,,,DENHAM SPRINGS,LA,70726,UNITED STATES,REMIAH TRASK,,,,
63244,INFO-TECH RESEARCH GROUP INC,3960 HOWARD HUGHES PKWY STE 500,,,LAS VEGAS,NV,89169,UNITED STATES,,,,,
63319,JUANETTE BENIGNO,18550 WEST LAKE TERRACE,SILLY NILLY THE CLOWN,,BATON ROUGE,LA,70817,UNITED STATES,,,,,
63476,SOUTHERN STATES UTILITY TRAILER,P O BOX 6257,SALES INC,,JACKSON,MS,39288,UNITED STATES,CHASE STARRING,CELL,,,
63485,RATCLIFF CONSTRUCTION COMPANY LLC,P O BOX 7538,,,ALEXANDRIA,LA,71306,UNITED STATES,CHRISTINE DRERUP,,,,
63488,INTERNATIONAL PROMOTIONAL IDEAS INC,1310 LOUIS AVE,,,ELK GROVE VILLAGE,IL,60007,UNITED STATES,JACK ROSENFELD,,,,
63504,BON'S BARRICADES INC,4300 FIRESTONE RD,,,METAIRIE,LA,70001,UNITED STATES,LOIS VASQUEZ,CELL,,,BLK AM WBE
63675,SURVEY COMMUNICATIONS INC,4511 JAMESTOWN AVE,,,BATON ROUGE,LA,70808,UNITED STATES,,,,,
63729,WASTECORP PUMPS LLC,P O BOX 70,,,GRAND ISLE,NY,14072,UNITED STATES,**REMIT ADDRESS ADDED PER CO,3/27/06****,,,
63736,STEPHENS PUBLISHING COMPANY,P O BOX 829,,,SANDUSKY,OH,44871,UNITED STATES,,,,,
63768,ZAHID IMRAN MD,5329 DIJON DR SUITE 107,,,BATON ROUGE,LA,70808,UNITED STATES,**SEE KAY ELLZEY BEFORE USING,,,,
63951,J & J ENGINEERS INC,P O BOX 80100,,,BATON ROUGE,LA,70898,UNITED STATES,JATINDER GOEL,PRESIDENT,,,MN
64175,GODDY ORGOR,11707 BERRY MEADOW DR,THE EGOCHIN TOTAL HOUSING ENV GROUP,,HOUSTON,TX,77071,UNITED STATES,GODDY ORGOR,OWNER  (CELL),,,MN
64315,BOYD GROUP INTERNATIONAL,78 BEAVER BROOK CANYON RD,AVIATION FORECASTING & STRAG SOLUT,,EVERGREEN,CO,80439,UNITED STATES,,,,,
64320,FUGRO USA LAND INC,6100 HILLCROFT,,,HOUSTON,TX,77469,UNITED STATES,**NAME CHANGED FROM FUGRO,,,,
64788,TRITECH EMERGENCY MEDICAL SYSTEMS,2324 SWEET PARKWAY RD,,,DECORAH,IA,52101,UNITED STATES,,,,,
65229,RUFUS NWOGU SR,3934 DAYTONA ST,,,BATON ROUGE,LA,70814,UNITED STATES,,,,,
65265,PEDALPLAY BICYCLES,13726 PERKINS RD STE E,,,BATON ROUGE,LA,70810,UNITED STATES,,,,,
65306,RIBBECK CONSTRUCTION CORPORATION,3101 LAKE ST STE 206,,,LAKE CHARLES,LA,70601,UNITED STATES,EDWARD RIBBECK,CELL,,,
65355,MITCHELL BROTHERS AND SONS INC,61401 HWY 11,,,SLIDELL,LA,70458,UNITED STATES,GUS MITCHELL,CELL,,,
65373,TACTICAL ELECTRONICS,2200 N HEMLOCK AVE,,,BROKEN ARROW,OK,74012,UNITED STATES,MITCH CONRAD,SALES REP,,,
65533,CH2M HILL ENGINEERS INC,9127 S JAMAICA ST,,,ENGLEWOOD,CO,80112,UNITED STATES,STEVE MATHIES,VP LA AREA MGR,,204,
65541,JONATHAN C AUGUSTINE,P O BOX 14626,,,BATON ROUGE,LA,70898,UNITED STATES,JONATHAN C AUGUSTINE,CELL PHONE,,,
65578,WATSON MECHANICAL SERVICES INC,1743 DALLAS DR,,,BATON ROUGE,LA,70806,UNITED STATES,,,,,
65613,THE MAP GROUP INC,2223 QUAIL RUN DR,,,BATON ROUGE,LA,70808,UNITED STATES,MERREL PORCHE,PRESIDENT,,,
65614,INFAX INCORPORATED,4250 RIVER GREEN PARKWAY SUITE D,,,DULUTH,GA,30096,UNITED STATES,DENA HULSEY,ACCOUNTING,,,
65795,AIDS HEALTHCARE FOUNDATION,6255 W SUNSET BLVD 21ST FL,,,LOS ANGELES,CA,90028,UNITED STATES,SHAUNDIA WHITE,CELL,,,
66169,BRANDON P ROMANO PSY D & ASSOC LLC,10211 SIEGEN LN STE 2A,PSYCHOLOGICAL AND PSYCHOSOCIAL SERV,,BATON ROUGE,LA,70810,UNITED STATES,KRISTEN,OFFICE MGR,,,
66280,GEARGRID LLC,670 SW 15TH ST,,,FOREST LAKE,MN,55025,UNITED STATES,CUSTOMER SERVICE,,,,
66481,BATON ROUGE SICKLE CELL ANEMIA,ATTN PAT WILLIAMS,FOUNDATION INC,2301 NORTH BLVD,BATON ROUGE,LA,70806,UNITED STATES,,,,,
66544,SHEILA LOWE,10342 JORROSON LN,BUBBLES THE CLOWN,,ETHEL,LA,70730,UNITED STATES,SHEILA LOWE,CELL,,,NON-M WBE
66567,DARIN SCOTT BLOUNT,4105 BLOUNT LANE,D/B/A BLOUNT ELECTRICAL SERVICE LLC,,JACKSON,LA,70748,UNITED STATES,DARIN S BLOUNT,,,,
66593,LOGIKA CORPORATION,3717 N RAVENSWOOD STE 244,,,CHICAGO,IL,60613,UNITED STATES,,,,,
66653,ESPION LLC,7516 BLUEBONNET BLVD SUITE 137,,,BATON ROUGE,LA,70810,UNITED STATES,DOUGLAS SHERROD,CELL,,,
66685,DUPLANTIS DESIGN GROUP PC,8352 BLUEBONNET BLVD,,,BATON ROUGE,LA,70810,UNITED STATES,MATT NEWCHURCH,CELL,,,
66719,LACASSAGNE'S INC,P O BOX 65129,,,BATON ROUGE,LA,70896,UNITED STATES,TROY HOFFPAUIR,FROZEN FOOD,,,
66810,COMMERCIAL & INDUSTRIAL SALES LLC,600 TIME SAVER AVE,,,HARAHAN,LA,70123,UNITED STATES,MIKE BONANO JR,VICE-PRESIDENT,,,
66966,TACTICAL GEAR NOW INC,401 S SHERMAN ST STE 215,,,RICHARDSON,TX,75081,UNITED STATES,RIKKI RUTCHIK,PRESIDENT,,,
66993,WTAA ENGINEERS LLC,2622 NORTH ST,,,BATON ROUGE,LA,70802-3161,UNITED STATES,W T WINFIELD,PRESIDENT,,,MN
67004,CMC CONSTRUCTION SERVICES DBA,18909 HIGHLAND RD,CONSTRUCTION MATERIALS,,BATON ROUGE,LA,70809,UNITED STATES,GARY STARNS,BRANCH MGR,,,
67111,DMS EQUIPMENT SALES LLC,8282 SIEGEN LANE,,,BATON ROUGE,LA,70810,UNITED STATES,,,,,
67138,GOLDER ASSOCIATES INC,500 CENTURY PLAZA DR STE 190,,,HOUSTON,TX,77073,UNITED STATES,MELANIE KONIECZNY,SR OFFICE ADMIN,,,
67173,CMC GOVERNMENT SERVICES INC,5200 KELLER SPRINGS RD  STE 522,CMC GOVERNMENT SUPPLY,,DALLAS,TX,75248,UNITED STATES,DAVID GOLDSTEIN,,,,
67236,THOMPSON BUS SERVICE,5709 BENSON DR,PHILIP THOMPSON JR,,BATON ROUGE,LA,70812,UNITED STATES,**FORMERLY PHILLIP THOMPSON**,,,,MN
67272,SUZIE ELKINS COMMUNITY PLANNING,11920 OAKSHIRE AVE,CONSULTANTS LLC,,BATON ROUGE,LA,70810,UNITED STATES,SUZIE ELKINS,CELL,,,
67313,K3B LLC,1465 S VEGA DR,,,BATON ROUGE,LA,70815,UNITED STATES,JERMYN G BELL,CELL,,,BLK AMER
67335,SGS ACCUTEST INC,201 RT 17 NORTH 7TH FLOOR,,,RUTHERFORD,NJ,7070,UNITED STATES,MARIA HERNANDEZ,,,1282,
67361,INFOR (US) INC,13560 MORRIS RD STE 4100,,,ALPHARETTA,GA,30004,UNITED STATES,,,,,
67365,FACILITIES MAINTENANCE MANAGEMENT,11634 DARRYL DR,,,BATON ROUGE,LA,70815,UNITED STATES,STEVEN DAVIS,CELL,,,
67515,TASCH LLC,1509 BRIDGE CITY AVE,,,BRIDGE CITY,LA,70044,UNITED STATES,JACK ALLEN,CELL,,,
67516,TROPICANA ENTERTAINMENT INC,8345 W SUNSET RD STE 200,DBA BELLE OF BATON ROUGE,,LAS VEGAS,NV,89113,UNITED STATES,MARK THOMPSON,CELL,,,
67521,JEFFREY CARBO FASLA LANDSCAPE,200 LAUREL ST STE 100,ARCHITECTS LLC/CARBO LANDSCAPE ARCH,,BATON ROUGE,LA,70801,UNITED STATES,SHANNON BLAKEMAN,,,,
67524,TYLER TECHNOLOGIES INC,P O BOX 203556,,,DALLAS,TX,75320-3556,UNITED STATES,,,,,
67526,BBRL INC,3500 EAST BLVD STE 200,,,MONTGOMERY,AL,36116-1781,UNITED STATES,DOMENIC LOFFREDA,CELL,,,
67534,COLUMBIA TELECOMMUNICATIONS CORP,10613 CONCORD ST,D/B/A CTC TECHNOLOGY & ENERGY,,KENSINGTON,MD,20895,UNITED STATES,SMANATHA LEFLER,CELL,,,NON-M WBE
67567,COURSON NICKEL LLC,453 LAFAYETTE ST #A,,,BATON ROUGE,LA,70802-5400,UNITED STATES,BUD COURSON,,,,
67587,R J DAIGLE & SONS CONTRACTORS INC,P O BOX 1960,,,GONZALES,LA,70707,UNITED STATES,RONNIE DAIGLE,PRESIDENT,,,
67703,SIGMA HUMAN RESOURCE CONSULTING LLC,201 ST CHARLES AVE STE 2401,,,NEW ORLEANS,LA,70170,UNITED STATES,BRET CLESI,MGR DIRECTOR,,,
67716,JACK VILAS & ASSOCIATES INC,701 FEDERAL AVE,,,MORGAN CITY,LA,70380,UNITED STATES,JACK VILAS III,PRESIDENT,,,
67724,GREATER BATON ROUGE LITERACY,564 LAUREL STREET,COALITION,,BATON ROUGE,LA,70801,UNITED STATES,DEBBIE CONNOR,EXECUTIVE DIR,,,
67761,CAROLINA IMAGING AND COMPUTER,4210 BEECHWOOD DR,PRODUCTS INC,,GREENSBORO,NC,27410,UNITED STATES,TERRY PRESNELL,CONTACT PERSON,,,
67780,CLARKE MOSQUITO CONTROL PRODUCTS IN,159 N GARDEN AVE,,,ROSELLE,IL,60172,UNITED STATES,**SEE V#104973 FOR SERVICES,,,,
67821,JUAN CRUZ,333 GRAND LAKES DR,,,BATON ROUGE,LA,70810,UNITED STATES,JUAN CRUZ,CELL,,,HISP AMER
67887,HARRIS REAL ESTATE & CONSTRUCTION,10160 TRIBBET ST,,,SAINT JAMES,LA,70086,UNITED STATES,KALEEAH HARRIS,CELL,,,BLK AMER
